|step|customer|age|gender|zipcodeOri|merchant|zipMerchant|category|amount|fraud
415711|131|'C546386486'|'3'|'F'|'28007'|'M78078399'|'28007'|'es_wellnessandbeauty'|325.58|1
488253|151|'C546386486'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|359.06|1
157557|55|'C546697817'|'5'|'F'|'28007'|'M3697346'|'28007'|'es_leisure'|373.12|1
551430|168|'C546697817'|'5'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|285.38|1
101618|37|'C547610089'|'4'|'F'|'28007'|'M480139044'|'28007'|'es_health'|108.57|1
226021|76|'C547610089'|'4'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|268.81|1
328583|106|'C547610089'|'4'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|50.68|1
380072|121|'C547610089'|'4'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|518.37|1
491701|152|'C548185127'|'2'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|4247.32|1
99024|36|'C55178455'|'3'|'M'|'28007'|'M480139044'|'28007'|'es_health'|1197.16|1
376822|120|'C55178455'|'3'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|3422.96|1
377067|120|'C55178455'|'3'|'M'|'28007'|'M209847108'|'28007'|'es_wellnessandbeauty'|24.8|1
39082|15|'C553121592'|'3'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|112.06|1
73996|27|'C553121592'|'3'|'F'|'28007'|'M840466850'|'28007'|'es_tech'|158.89|1
138314|49|'C553121592'|'3'|'F'|'28007'|'M2122776122'|'28007'|'es_home'|138.35|1
5335|2|'C553434543'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|297.09|1
7986|3|'C553434543'|'2'|'M'|'28007'|'M840466850'|'28007'|'es_tech'|446.8|1
8101|3|'C553434543'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|149.94|1
10132|4|'C553434543'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|34.32|1
10856|4|'C553434543'|'2'|'M'|'28007'|'M1294758098'|'28007'|'es_leisure'|318.12|1
12636|5|'C553434543'|'2'|'M'|'28007'|'M151143676'|'28007'|'es_barsandrestaurants'|261.99|1
15339|6|'C553434543'|'2'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|5326.55|1
15979|6|'C553434543'|'2'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|776.51|1
16053|6|'C553434543'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|563.2|1
25206|10|'C553434543'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|123.09|1
30025|11|'C553434543'|'2'|'M'|'28007'|'M923029380'|'28007'|'es_home'|102.64|1
30955|12|'C553434543'|'2'|'M'|'28007'|'M923029380'|'28007'|'es_home'|508.6|1
31465|12|'C553434543'|'2'|'M'|'28007'|'M1649169323'|'28007'|'es_sportsandtoys'|232.85|1
31466|12|'C553434543'|'2'|'M'|'28007'|'M1649169323'|'28007'|'es_sportsandtoys'|393.81|1
32135|12|'C553434543'|'2'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|111.36|1
36722|14|'C553434543'|'2'|'M'|'28007'|'M840466850'|'28007'|'es_tech'|781.61|1
40042|15|'C553434543'|'2'|'M'|'28007'|'M1649169323'|'28007'|'es_sportsandtoys'|212.03|1
48393|18|'C553434543'|'2'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|2248.92|1
49750|19|'C553434543'|'2'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|340.67|1
58614|22|'C553434543'|'2'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|42.83|1
67034|25|'C553434543'|'2'|'M'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|155.82|1
103832|37|'C553434543'|'2'|'M'|'28007'|'M1649169323'|'28007'|'es_sportsandtoys'|356.59|1
118587|42|'C553434543'|'2'|'M'|'28007'|'M1294758098'|'28007'|'es_leisure'|217.55|1
122219|43|'C553434543'|'2'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|147.26|1
161990|56|'C553434543'|'2'|'M'|'28007'|'M1353266412'|'28007'|'es_hotelservices'|104.82|1
176597|61|'C553434543'|'2'|'M'|'28007'|'M1649169323'|'28007'|'es_sportsandtoys'|333.47|1
185628|64|'C553434543'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|14.75|1
306345|100|'C553434543'|'2'|'M'|'28007'|'M547558035'|'28007'|'es_fashion'|657.5|1
316250|103|'C553434543'|'2'|'M'|'28007'|'M855959430'|'28007'|'es_hyper'|173.43|1
320241|104|'C553434543'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|20.25|1
570394|173|'C553434543'|'2'|'M'|'28007'|'M1353266412'|'28007'|'es_hotelservices'|147.49|1
1169|0|'C555482626'|'3'|'F'|'28007'|'M209847108'|'28007'|'es_wellnessandbeauty'|198.58|1
9309|3|'C555482626'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|699.94|1
41886|16|'C555482626'|'3'|'F'|'28007'|'M495352832'|'28007'|'es_travel'|2278.82|1
175799|61|'C555482626'|'3'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|2725.28|1
336707|109|'C559852072'|'5'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|119.08|1
355059|114|'C566582492'|'3'|'M'|'28007'|'M2011752106'|'28007'|'es_hotelservices'|915.0|1
541230|165|'C566582492'|'3'|'M'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|23.54|1
258731|86|'C56852547'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|619.32|1
308139|100|'C56852547'|'3'|'F'|'28007'|'M1294758098'|'28007'|'es_leisure'|258.9|1
405225|128|'C56852547'|'3'|'F'|'28007'|'M1294758098'|'28007'|'es_leisure'|381.83|1
515078|158|'C56852547'|'3'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|134.35|1
26778|10|'C56859969'|'6'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|606.91|1
144590|51|'C56859969'|'6'|'F'|'28007'|'M1873032707'|'28007'|'es_hotelservices'|644.31|1
229591|77|'C56859969'|'6'|'F'|'28007'|'M547558035'|'28007'|'es_fashion'|284.79|1
579350|175|'C56859969'|'6'|'F'|'28007'|'M480139044'|'28007'|'es_health'|450.1|1
539605|165|'C570277915'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|194.19|1
71074|26|'C570913468'|'1'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|509.28|1
261910|87|'C570913468'|'1'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|110.91|1
321223|104|'C570913468'|'1'|'F'|'28007'|'M1649169323'|'28007'|'es_sportsandtoys'|333.84|1
170811|59|'C571254990'|'3'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|68.7|1
213208|72|'C571254990'|'3'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|261.86|1
502604|155|'C571254990'|'3'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|74.98|1
575234|174|'C571254990'|'3'|'F'|'28007'|'M151143676'|'28007'|'es_barsandrestaurants'|187.8|1
581175|176|'C571254990'|'3'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|360.84|1
93613|34|'C57136184'|'6'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|16.6|1
105029|38|'C57136184'|'6'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|4969.59|1
150031|53|'C57136184'|'6'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|588.31|1
550903|168|'C57136184'|'6'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|368.76|1
518910|159|'C571876967'|'4'|'M'|'28007'|'M855959430'|'28007'|'es_hyper'|52.78|1
564145|171|'C571876967'|'4'|'M'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|59.02|1
577823|175|'C571876967'|'4'|'M'|'28007'|'M855959430'|'28007'|'es_hyper'|151.52|1
569585|173|'C573104116'|'4'|'M'|'28007'|'M209847108'|'28007'|'es_wellnessandbeauty'|61.16|1
294759|97|'C575345520'|'2'|'F'|'28007'|'M2122776122'|'28007'|'es_home'|532.01|1
419575|132|'C575345520'|'2'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|38.99|1
80137|29|'C576358551'|'6'|'M'|'28007'|'M855959430'|'28007'|'es_hyper'|323.23|1
92493|34|'C576358551'|'6'|'M'|'28007'|'M1649169323'|'28007'|'es_sportsandtoys'|120.85|1
534419|163|'C576358551'|'6'|'M'|'28007'|'M1748431652'|'28007'|'es_wellnessandbeauty'|336.38|1
6139|2|'C576436654'|'6'|'F'|'28007'|'M151143676'|'28007'|'es_barsandrestaurants'|195.81|1
6140|2|'C576436654'|'6'|'F'|'28007'|'M151143676'|'28007'|'es_barsandrestaurants'|42.64|1
111277|40|'C576436654'|'6'|'F'|'28007'|'M1649169323'|'28007'|'es_sportsandtoys'|570.25|1
170061|59|'C576436654'|'6'|'F'|'28007'|'M1873032707'|'28007'|'es_hotelservices'|550.15|1
220060|74|'C576436654'|'6'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|2265.95|1
395678|125|'C576436654'|'6'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|818.09|1
356684|114|'C576453501'|'4'|'M'|'28007'|'M3697346'|'28007'|'es_leisure'|158.86|1
55437|21|'C576545848'|'6'|'M'|'28007'|'M480139044'|'28007'|'es_health'|715.99|1
86758|32|'C576545848'|'6'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|294.68|1
141816|50|'C576545848'|'6'|'M'|'28007'|'M2122776122'|'28007'|'es_home'|201.02|1
73997|27|'C576597517'|'3'|'F'|'28007'|'M840466850'|'28007'|'es_tech'|123.88|1
272181|90|'C576597517'|'3'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|158.9|1
330862|107|'C576597517'|'3'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|322.85|1
176256|61|'C577335130'|'4'|'M'|'28007'|'M480139044'|'28007'|'es_health'|1046.25|1
276264|91|'C577335130'|'4'|'M'|'28007'|'M480139044'|'28007'|'es_health'|903.19|1
401289|127|'C577335130'|'4'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|1063.75|1
421331|132|'C577335130'|'4'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|1210.72|1
297066|97|'C578309168'|'4'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|538.27|1
412077|130|'C578309168'|'4'|'M'|'28007'|'M480139044'|'28007'|'es_health'|324.72|1
569921|173|'C578309168'|'4'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|49.87|1
556198|169|'C578700012'|'4'|'F'|'28007'|'M480139044'|'28007'|'es_health'|76.12|1
485350|150|'C579037870'|'6'|'M'|'28007'|'M857378720'|'28007'|'es_hotelservices'|107.05|1
556931|169|'C579037870'|'6'|'M'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|196.92|1
560617|170|'C579037870'|'6'|'M'|'28007'|'M480139044'|'28007'|'es_health'|824.33|1
27297|10|'C581581060'|'3'|'F'|'28007'|'M840466850'|'28007'|'es_tech'|202.33|1
261729|87|'C581581060'|'3'|'F'|'28007'|'M480139044'|'28007'|'es_health'|290.32|1
88|0|'C583110837'|'3'|'M'|'28007'|'M480139044'|'28007'|'es_health'|44.26|1
853|0|'C583110837'|'3'|'M'|'28007'|'M480139044'|'28007'|'es_health'|667.09|1
2977|1|'C583110837'|'3'|'M'|'28007'|'M3697346'|'28007'|'es_leisure'|285.16|1
3906|1|'C583110837'|'3'|'M'|'28007'|'M480139044'|'28007'|'es_health'|149.11|1
9532|3|'C583110837'|'3'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|5107.7|1
10444|4|'C583110837'|'3'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|175.72|1
37947|14|'C583110837'|'3'|'M'|'28007'|'M480139044'|'28007'|'es_health'|298.04|1
86147|31|'C583110837'|'3'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|715.67|1
139394|49|'C583110837'|'3'|'M'|'28007'|'M1873032707'|'28007'|'es_hotelservices'|840.03|1
205545|70|'C583110837'|'3'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|2462.53|1
224258|76|'C583110837'|'3'|'M'|'28007'|'M209847108'|'28007'|'es_wellnessandbeauty'|13.07|1
302996|99|'C583110837'|'3'|'M'|'28007'|'M1741626453'|'28007'|'es_sportsandtoys'|168.76|1
413884|130|'C583110837'|'3'|'M'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|649.99|1
76705|28|'C586511331'|'5'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|899.91|1
354519|114|'C586511331'|'5'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|139.66|1
60347|22|'C587216359'|'5'|'F'|'28007'|'M2011752106'|'28007'|'es_hotelservices'|743.27|1
83726|31|'C587216359'|'5'|'F'|'28007'|'M1873032707'|'28007'|'es_hotelservices'|380.3|1
93641|34|'C587216359'|'5'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|1330.03|1
138768|49|'C587216359'|'5'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|4344.03|1
140601|49|'C587216359'|'5'|'F'|'28007'|'M1873032707'|'28007'|'es_hotelservices'|1156.66|1
334020|108|'C587216359'|'5'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|2000.08|1
476476|148|'C587216359'|'5'|'F'|'28007'|'M480139044'|'28007'|'es_health'|398.89|1
524298|161|'C587216359'|'5'|'F'|'28007'|'M840466850'|'28007'|'es_tech'|486.9|1
65510|24|'C587299231'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|842.95|1
74826|28|'C587299231'|'2'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|2732.34|1
92304|34|'C587299231'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|271.84|1
101143|37|'C587299231'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|964.91|1
110751|40|'C587299231'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|168.91|1
115014|41|'C587299231'|'2'|'F'|'28007'|'M1649169323'|'28007'|'es_sportsandtoys'|793.44|1
123867|44|'C587299231'|'2'|'F'|'28007'|'M1888755466'|'28007'|'es_otherservices'|151.92|1
137953|49|'C587299231'|'2'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|4630.1|1
149678|52|'C587299231'|'2'|'F'|'28007'|'M1873032707'|'28007'|'es_hotelservices'|473.26|1
167935|58|'C587299231'|'2'|'F'|'28007'|'M857378720'|'28007'|'es_hotelservices'|128.33|1
210329|71|'C587299231'|'2'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|231.69|1
229193|77|'C587299231'|'2'|'F'|'28007'|'M2011752106'|'28007'|'es_hotelservices'|687.76|1
233649|79|'C587299231'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|131.15|1
238826|80|'C587299231'|'2'|'F'|'28007'|'M1888755466'|'28007'|'es_otherservices'|126.64|1
255775|85|'C587299231'|'2'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|1332.17|1
263096|87|'C587299231'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|292.82|1
272232|90|'C587299231'|'2'|'F'|'28007'|'M1888755466'|'28007'|'es_otherservices'|118.16|1
293420|96|'C587299231'|'2'|'F'|'28007'|'M1535107174'|'28007'|'es_wellnessandbeauty'|300.59|1
301936|99|'C587299231'|'2'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|3605.97|1
308406|101|'C587299231'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|204.0|1
329961|107|'C587299231'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|752.57|1
330413|107|'C587299231'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|426.86|1
337593|109|'C587299231'|'2'|'F'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|264.2|1
351434|113|'C587299231'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|339.73|1
352735|113|'C587299231'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|101.94|1
379974|121|'C587299231'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|708.95|1
380662|121|'C587299231'|'2'|'F'|'28007'|'M840466850'|'28007'|'es_tech'|203.67|1
385645|123|'C587299231'|'2'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|91.49|1
387200|123|'C587299231'|'2'|'F'|'28007'|'M209847108'|'28007'|'es_wellnessandbeauty'|284.02|1
394750|125|'C587299231'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|479.43|1
437707|137|'C587299231'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|355.56|1
449770|140|'C587299231'|'2'|'F'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|196.26|1
468110|145|'C587299231'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|158.19|1
501487|154|'C587299231'|'2'|'F'|'28007'|'M1741626453'|'28007'|'es_sportsandtoys'|628.85|1
537976|164|'C587299231'|'2'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|3066.05|1
544135|166|'C587299231'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|781.78|1
578202|175|'C587299231'|'2'|'F'|'28007'|'M3697346'|'28007'|'es_leisure'|393.49|1
307305|100|'C588937224'|'1'|'M'|'28007'|'M480139044'|'28007'|'es_health'|160.26|1
331365|107|'C588937224'|'1'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|624.26|1
510728|157|'C588937224'|'1'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|3137.5|1
447183|140|'C589097761'|'3'|'M'|'28007'|'M1873032707'|'28007'|'es_hotelservices'|766.5|1
357435|115|'C592765908'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|486.88|1
426169|134|'C592765908'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|305.84|1
438509|137|'C592765908'|'2'|'F'|'28007'|'M1888755466'|'28007'|'es_otherservices'|22.92|1
538462|164|'C592765908'|'2'|'F'|'28007'|'M1535107174'|'28007'|'es_wellnessandbeauty'|574.56|1
472603|147|'C594146637'|'2'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|2697.17|1
522746|160|'C594146637'|'2'|'M'|'28007'|'M1535107174'|'28007'|'es_wellnessandbeauty'|189.0|1
12199|4|'C594793398'|'2'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|57.72|1
25791|10|'C594793398'|'2'|'F'|'28007'|'M923029380'|'28007'|'es_home'|242.5|1
87266|32|'C594793398'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|122.01|1
119217|43|'C594793398'|'2'|'F'|'28007'|'M840466850'|'28007'|'es_tech'|124.75|1
287145|94|'C594793398'|'2'|'F'|'28007'|'M1353266412'|'28007'|'es_hotelservices'|298.63|1
144838|51|'C595076943'|'1'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|71.73|1
506876|156|'C595076943'|'1'|'F'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|178.45|1
120959|43|'C595459074'|'5'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|701.03|1
169726|59|'C595459074'|'5'|'M'|'28007'|'M923029380'|'28007'|'es_home'|855.27|1
251420|84|'C595459074'|'5'|'M'|'28007'|'M1535107174'|'28007'|'es_wellnessandbeauty'|350.48|1
243591|82|'C597122637'|'4'|'M'|'28007'|'M3697346'|'28007'|'es_leisure'|103.58|1
335058|108|'C597122637'|'4'|'M'|'28007'|'M1888755466'|'28007'|'es_otherservices'|35.41|1
430450|135|'C597122637'|'4'|'M'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|91.31|1
398238|126|'C597641228'|'2'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|76.67|1
420972|132|'C597641228'|'2'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|2241.69|1
584141|177|'C597641228'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|482.5|1
365820|117|'C599293124'|'4'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|169.17|1
199734|68|'C599638364'|'4'|'F'|'28007'|'M480139044'|'28007'|'es_health'|38.45|1
342156|110|'C599638364'|'4'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|222.51|1
42452|16|'C599675908'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|7.87|1
74660|27|'C599675908'|'2'|'M'|'28007'|'M209847108'|'28007'|'es_wellnessandbeauty'|336.27|1
176598|61|'C599675908'|'2'|'M'|'28007'|'M1649169323'|'28007'|'es_sportsandtoys'|39.31|1
311719|102|'C599675908'|'2'|'M'|'28007'|'M209847108'|'28007'|'es_wellnessandbeauty'|247.53|1
315474|103|'C599675908'|'2'|'M'|'28007'|'M1748431652'|'28007'|'es_wellnessandbeauty'|375.3|1
420723|132|'C599675908'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|863.03|1
441781|138|'C599675908'|'2'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|249.05|1
533186|163|'C599675908'|'2'|'M'|'28007'|'M855959430'|'28007'|'es_hyper'|175.51|1
554|0|'C60026962'|'2'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|4.32|1
14464|5|'C60026962'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|123.87|1
362626|116|'C60026962'|'2'|'F'|'28007'|'M1649169323'|'28007'|'es_sportsandtoys'|632.85|1
389609|124|'C60026962'|'2'|'F'|'28007'|'M209847108'|'28007'|'es_wellnessandbeauty'|607.79|1
454703|142|'C60026962'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|576.76|1
497770|153|'C60026962'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|442.35|1
511134|157|'C60026962'|'2'|'F'|'28007'|'M840466850'|'28007'|'es_tech'|260.33|1
135003|48|'C601255458'|'2'|'M'|'28007'|'M1535107174'|'28007'|'es_wellnessandbeauty'|11.09|1
426926|134|'C601255458'|'2'|'M'|'28007'|'M1873032707'|'28007'|'es_hotelservices'|166.47|1
446413|139|'C602498884'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|472.79|1
544134|166|'C602544155'|'4'|'M'|'28007'|'M480139044'|'28007'|'es_health'|67.44|1
258754|86|'C60324613'|'3'|'M'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|77.41|1
272231|90|'C60324613'|'3'|'M'|'28007'|'M1888755466'|'28007'|'es_otherservices'|203.11|1
329960|107|'C60324613'|'3'|'M'|'28007'|'M480139044'|'28007'|'es_health'|167.09|1
348226|112|'C60324613'|'3'|'M'|'28007'|'M480139044'|'28007'|'es_health'|846.72|1
444132|139|'C60324613'|'3'|'M'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|167.59|1
447120|140|'C60324613'|'3'|'M'|'28007'|'M480139044'|'28007'|'es_health'|555.93|1
488319|151|'C60324613'|'3'|'M'|'28007'|'M732195782'|'28007'|'es_travel'|1403.56|1
21804|8|'C604378279'|'5'|'F'|'28007'|'M3697346'|'28007'|'es_leisure'|374.89|1
204619|70|'C605522883'|'2'|'M'|'28007'|'M480139044'|'28007'|'es_health'|297.76|1
15176|6|'C605859862'|'5'|'F'|'28007'|'M855959430'|'28007'|'es_hyper'|306.04|1
52247|20|'C605859862'|'5'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|808.28|1
77038|28|'C605859862'|'5'|'F'|'28007'|'M480139044'|'28007'|'es_health'|339.91|1
233919|79|'C606861698'|'1'|'F'|'28007'|'M480139044'|'28007'|'es_health'|429.21|1
252227|84|'C607062277'|'3'|'M'|'28007'|'M855959430'|'28007'|'es_hyper'|243.86|1
45958|17|'C608547225'|'2'|'F'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|535.25|1
98976|36|'C608547225'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|536.8|1
184806|64|'C608547225'|'2'|'F'|'28007'|'M17379832'|'28007'|'es_sportsandtoys'|8.98|1
250652|84|'C608547225'|'2'|'F'|'28007'|'M1535107174'|'28007'|'es_wellnessandbeauty'|580.19|1
584517|177|'C608547225'|'2'|'F'|'28007'|'M1873032707'|'28007'|'es_hotelservices'|387.75|1
240190|81|'C609359335'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|373.57|1
568106|172|'C609359335'|'2'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|1403.14|1
75436|28|'C611182051'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|1181.69|1
100128|36|'C611182051'|'2'|'F'|'28007'|'M1888755466'|'28007'|'es_otherservices'|81.86|1
128902|46|'C611182051'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|745.27|1
148180|52|'C611182051'|'2'|'F'|'28007'|'M2011752106'|'28007'|'es_hotelservices'|9.56|1
157403|55|'C611182051'|'2'|'F'|'28007'|'M1873032707'|'28007'|'es_hotelservices'|16.58|1
169536|59|'C611182051'|'2'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|1921.75|1
183131|63|'C611182051'|'2'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|2380.4|1
185733|64|'C611182051'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|416.92|1
208355|71|'C611182051'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|647.95|1
219597|74|'C611182051'|'2'|'F'|'28007'|'M1741626453'|'28007'|'es_sportsandtoys'|423.36|1
230837|78|'C611182051'|'2'|'F'|'28007'|'M2122776122'|'28007'|'es_home'|404.39|1
250756|84|'C611182051'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|424.68|1
254712|85|'C611182051'|'2'|'F'|'28007'|'M1741626453'|'28007'|'es_sportsandtoys'|643.68|1
256596|85|'C611182051'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|417.57|1
258464|86|'C611182051'|'2'|'F'|'28007'|'M2011752106'|'28007'|'es_hotelservices'|175.13|1
270266|89|'C611182051'|'2'|'F'|'28007'|'M3697346'|'28007'|'es_leisure'|226.0|1
278155|92|'C611182051'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|389.82|1
278622|92|'C611182051'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|593.22|1
298406|98|'C611182051'|'2'|'F'|'28007'|'M2122776122'|'28007'|'es_home'|498.37|1
324534|105|'C611182051'|'2'|'F'|'28007'|'M1198415165'|'28007'|'es_wellnessandbeauty'|169.31|1
338596|109|'C611182051'|'2'|'F'|'28007'|'M1294758098'|'28007'|'es_leisure'|592.03|1
354641|114|'C611182051'|'2'|'F'|'28007'|'M3697346'|'28007'|'es_leisure'|243.68|1
356714|114|'C611182051'|'2'|'F'|'28007'|'M732195782'|'28007'|'es_travel'|1157.81|1
360232|115|'C611182051'|'2'|'F'|'28007'|'M980657600'|'28007'|'es_sportsandtoys'|72.63|1
361249|116|'C611182051'|'2'|'F'|'28007'|'M480139044'|'28007'|'es_health'|405.38|1
367948|118|'C611182051'|'2'|'F'|'28007'|'M1873032707'|'28007'|'es_hotelservices'|377.55|1
368434|118|'C611182051'|'2'|'F'|'28007'|'M1888755466'|'28007'|'es_otherservices'|427.01|1
